port,service,description,tcp,udp,other
3660,can-nds-ssl,IBM Tivoli Directory Service using SSL,True,,
3660,can-nds-ssl,IBM Tivoli Directory Service using SSL,,True,
3661,can-ferret-ssl,IBM Tivoli Directory Service using SSL,True,,
3661,can-ferret-ssl,IBM Tivoli Directory Service using SSL,,True,
3662,pserver,pserver,True,,
3662,pserver,pserver,,True,
3663,dtp,DIRECWAY Tunnel Protocol,True,,
3663,dtp,DIRECWAY Tunnel Protocol,,True,
3664,ups-engine,UPS Engine Port,True,,
3664,ups-engine,UPS Engine Port,,True,
3665,ent-engine,Enterprise Engine Port,True,,
3665,ent-engine,Enterprise Engine Port,,True,
3666,eserver-pap,IBM eServer PAP,True,,
3666,eserver-pap,IBM EServer PAP,,True,
3667,infoexch,IBM Information Exchange,True,,
3667,infoexch,IBM Information Exchange,,True,
3668,dell-rm-port,Dell Remote Management,True,,
3668,dell-rm-port,Dell Remote Management,,True,
3669,casanswmgmt,CA SAN Switch Management,True,,
3669,casanswmgmt,CA SAN Switch Management,,True,
3670,smile,SMILE TCP/UDP Interface,True,,
3670,smile,SMILE TCP/UDP Interface,,True,
3671,efcp,e Field Control (EIBnet),True,,
3671,efcp,e Field Control (EIBnet),,True,
3672,lispworks-orb,LispWorks ORB,True,,
3672,lispworks-orb,LispWorks ORB,,True,
3673,mediavault-gui,Openview Media Vault GUI,True,,
3673,mediavault-gui,Openview Media Vault GUI,,True,
3674,wininstall-ipc,WinINSTALL IPC Port,True,,
3674,wininstall-ipc,WinINSTALL IPC Port,,True,
3675,calltrax,CallTrax Data Port,True,,
3675,calltrax,CallTrax Data Port,,True,
3676,va-pacbase,VisualAge Pacbase server,True,,
3676,va-pacbase,VisualAge Pacbase server,,True,
3677,roverlog,RoverLog IPC,True,,
3677,roverlog,RoverLog IPC,,True,
3678,ipr-dglt,DataGuardianLT,True,,
3678,ipr-dglt,DataGuardianLT,,True,
3679,Escale (Newton Dock),Newton Dock,True,,
3679,Escale (Newton Dock),Newton Dock,,True,
3680,npds-tracker,NPDS Tracker,True,,
3680,npds-tracker,NPDS Tracker,,True,
3681,bts-x73,BTS X73 Port,True,,
3681,bts-x73,BTS X73 Port,,True,
3682,cas-mapi,EMC SmartPackets-MAPI,True,,
3682,cas-mapi,EMC SmartPackets-MAPI,,True,
3683,bmc-ea,BMC EDV/EA,True,,
3683,bmc-ea,BMC EDV/EA,,True,
3684,faxstfx-port,FAXstfX,True,,
3684,faxstfx-port,FAXstfX,,True,
3685,dsx-agent,DS Expert Agent,True,,
3685,dsx-agent,DS Expert Agent,,True,
3686,tnmpv2,Trivial Network Management,True,,
3686,tnmpv2,Trivial Network Management,,True,
3687,simple-push,simple-push,True,,
3687,simple-push,simple-push,,True,
3688,simple-push-s,simple-push Secure,True,,
3688,simple-push-s,simple-push Secure,,True,
3689,daap,Digital Audio Access Protocol (iTunes),True,,
3689,daap,Digital Audio Access Protocol (iTunes),,True,
3690,svn,Subversion,True,,
3690,svn,Subversion,,True,
3691,magaya-network,Magaya Network Port,True,,
3691,magaya-network,Magaya Network Port,,True,
3692,intelsync,Brimstone IntelSync,True,,
3692,intelsync,Brimstone IntelSync,,True,
3693,easl,Emergency Automatic Structure Lockdown System,True,,
3693,,Reserved,,Reserved,
3695,bmc-data-coll,BMC Data Collection,True,,
3695,bmc-data-coll,BMC Data Collection,,True,
3696,telnetcpcd,Telnet Com Port Control,True,,
3696,telnetcpcd,Telnet Com Port Control,,True,
3697,nw-license,NavisWorks License System,True,,
3697,nw-license,NavisWorks License System,,True,
3698,sagectlpanel,SAGECTLPANEL,True,,
3698,sagectlpanel,SAGECTLPANEL,,True,
3699,kpn-icw,Internet Call Waiting,True,,
3699,kpn-icw,Internet Call Waiting,,True,
3700,lrs-paging,LRS NetPage,True,,
3700,lrs-paging,LRS NetPage,,True,
3701,netcelera,NetCelera,True,,
3701,netcelera,NetCelera,,True,
3702,ws-discovery,Web Service Discovery,True,,
3702,ws-discovery,Web Service Discovery,,True,
3703,adobeserver-3,Adobe Server 3,True,,
3703,adobeserver-3,Adobe Server 3,,True,
3704,adobeserver-4,Adobe Server 4,True,,
3704,adobeserver-4,Adobe Server 4,,True,
3705,adobeserver-5,Adobe Server 5,True,,
3705,adobeserver-5,Adobe Server 5,,True,
3706,rt-event,Real-Time Event Port,True,,
3706,rt-event,Real-Time Event Port,,True,
3707,rt-event-s,Real-Time Event Secure Port,True,,
3707,rt-event-s,Real-Time Event Secure Port,,True,
3708,sun-as-iiops,Sun App Svr - Naming,True,,
3708,sun-as-iiops,Sun App Svr - Naming,,True,
3709,ca-idms,CA-IDMS Server,True,,
3709,ca-idms,CA-IDMS Server,,True,
3710,portgate-auth,PortGate Authentication,True,,
3710,portgate-auth,PortGate Authentication,,True,
3711,edb-server2,EBD Server 2,True,,
3711,edb-server2,EBD Server 2,,True,
3712,sentinel-ent,Sentinel Enterprise,True,,
3712,sentinel-ent,Sentinel Enterprise,,True,
3713,tftps,TFTP over TLS,True,,
3713,tftps,TFTP over TLS,,True,
3714,delos-dms,DELOS Direct Messaging,True,,
3714,delos-dms,DELOS Direct Messaging,,True,
3715,anoto-rendezv,Anoto Rendezvous Port,True,,
3715,anoto-rendezv,Anoto Rendezvous Port,,True,
3716,wv-csp-sms-cir,WV CSP SMS CIR Channel,True,,
3716,wv-csp-sms-cir,WV CSP SMS CIR Channel,,True,
3717,wv-csp-udp-cir,WV CSP UDP/IP CIR Channel,True,,
3717,wv-csp-udp-cir,WV CSP UDP/IP CIR Channel,,True,
3718,opus-services,OPUS Server Port,True,,
3718,opus-services,OPUS Server Port,,True,
3719,itelserverport,iTel Server Port,True,,
3719,itelserverport,iTel Server Port,,True,
3720,ufastro-instr,UF Astro. Instr. Services,True,,
3720,ufastro-instr,UF Astro. Instr. Services,,True,
3721,xsync,Xsync,True,,
3721,xsync,Xsync,,True,
3722,xserveraid,Xserve RAID,True,,
3722,xserveraid,Xserve RAID,,True,
3723,sychrond,Sychron Service Daemon,True,,
3723,sychrond,Sychron Service Daemon,,True,
3724,blizwow,World of Warcraft,True,,
3724,blizwow,World of Warcraft,,True,
3725,na-er-tip,Netia NA-ER Port,True,,
3725,na-er-tip,Netia NA-ER Port,,True,
3726,array-manager,Xyratex Array Manager,True,,
3726,array-manager,Xyratex Array Manager,,True,
3727,e-mdu,Ericsson Mobile Data Unit,True,,
3727,e-mdu,Ericsson Mobile Data Unit,,True,
3728,e-woa,Ericsson Web on Air,True,,
3728,e-woa,Ericsson Web on Air,,True,
3729,fksp-audit,Fireking Audit Port,True,,
3729,fksp-audit,Fireking Audit Port,,True,
3730,client-ctrl,Client Control,True,,
3730,client-ctrl,Client Control,,True,
3731,smap,Service Manager,True,,
3731,smap,Service Manager,,True,
3732,m-wnn,Mobile Wnn,True,,
3732,m-wnn,Mobile Wnn,,True,
3733,multip-msg,Multipuesto Msg Port,True,,
3733,multip-msg,Multipuesto Msg Port,,True,
3734,synel-data,Synel Data Collection Port,True,,
3734,synel-data,Synel Data Collection Port,,True,
3735,pwdis,Password Distribution,True,,
3735,pwdis,Password Distribution,,True,
3736,rs-rmi,RealSpace RMI,True,,
3736,rs-rmi,RealSpace RMI,,True,
3737,xpanel,XPanel Daemon,True,,
3737,,Reserved,,Reserved,
3738,versatalk,versaTalk Server Port,True,,
3738,versatalk,versaTalk Server Port,,True,
3739,launchbird-lm,Launchbird LicenseManager,True,,
3739,launchbird-lm,Launchbird LicenseManager,,True,
3740,heartbeat,Heartbeat Protocol,True,,
3740,heartbeat,Heartbeat Protocol,,True,
3741,wysdma,WysDM Agent,True,,
3741,wysdma,WysDM Agent,,True,
3742,cst-port,CST - Configuration & Service Tracker,True,,
3742,cst-port,CST - Configuration & Service Tracker,,True,
3743,ipcs-command,IP Control Systems Ltd.,True,,
3743,ipcs-command,IP Control Systems Ltd.,,True,
3744,sasg,SASG,True,,
3744,sasg,SASG,,True,
3745,gw-call-port,GWRTC Call Port,True,,
3745,gw-call-port,GWRTC Call Port,,True,
3746,linktest,LXPRO.COM LinkTest,True,,
3746,linktest,LXPRO.COM LinkTest,,True,
3747,linktest-s,LXPRO.COM LinkTest SSL,True,,
3747,linktest-s,LXPRO.COM LinkTest SSL,,True,
3748,webdata,webData,True,,
3748,webdata,webData,,True,
3749,cimtrak,CimTrak,True,,
3749,cimtrak,CimTrak,,True,
3750,cbos-ip-port,CBOS/IP ncapsalation port,True,,
3750,cbos-ip-port,CBOS/IP ncapsalation port,,True,
3751,gprs-cube,CommLinx GPRS Cube,True,,
3751,gprs-cube,CommLinx GPRS Cube,,True,
3752,vipremoteagent,Vigil-IP RemoteAgent,True,,
3752,vipremoteagent,Vigil-IP RemoteAgent,,True,
3753,nattyserver,NattyServer Port,True,,
3753,nattyserver,NattyServer Port,,True,
3754,timestenbroker,TimesTen Broker Port,True,,
3754,timestenbroker,TimesTen Broker Port,,True,
3755,sas-remote-hlp,SAS Remote Help Server,True,,
3755,sas-remote-hlp,SAS Remote Help Server,,True,
3756,canon-capt,Canon CAPT Port,True,,
3756,canon-capt,Canon CAPT Port,,True,
3757,grf-port,GRF Server Port,True,,
3757,grf-port,GRF Server Port,,True,
3758,apw-registry,apw RMI registry,True,,
3758,apw-registry,apw RMI registry,,True,
3759,exapt-lmgr,Exapt License Manager,True,,
3759,exapt-lmgr,Exapt License Manager,,True,
3760,adtempusclient,adTempus Client,True,,
3760,adtempusclient,adTEmpus Client,,True,
3761,gsakmp,gsakmp port,True,,
3761,gsakmp,gsakmp port,,True,
3762,gbs-smp,GBS SnapMail Protocol,True,,
3762,gbs-smp,GBS SnapMail Protocol,,True,
3763,xo-wave,XO Wave Control Port,True,,
3763,xo-wave,XO Wave Control Port,,True,
3764,mni-prot-rout,MNI Protected Routing,True,,
3764,mni-prot-rout,MNI Protected Routing,,True,
3765,rtraceroute,Remote Traceroute,True,,
3765,rtraceroute,Remote Traceroute,,True,
3766,sitewatch-s,SSL e-watch sitewatch server,True,,
3766,,Reserved,,Reserved,
3767,listmgr-port,ListMGR Port,True,,
3767,listmgr-port,ListMGR Port,,True,
3768,rblcheckd,rblcheckd server daemon,True,,
3768,rblcheckd,rblcheckd server daemon,,True,
3769,haipe-otnk,HAIPE Network Keying,True,,
3769,haipe-otnk,HAIPE Network Keying,,True,
3770,cindycollab,Cinderella Collaboration,True,,
3770,cindycollab,Cinderella Collaboration,,True,
3771,paging-port,RTP Paging Port,True,,
3771,paging-port,RTP Paging Port,,True,
3772,ctp,Chantry Tunnel Protocol,True,,
3772,ctp,Chantry Tunnel Protocol,,True,
3773,ctdhercules,ctdhercules,True,,
3773,ctdhercules,ctdhercules,,True,
3774,zicom,ZICOM,True,,
3774,zicom,ZICOM,,True,
3775,ispmmgr,ISPM Manager Port,True,,
3775,ispmmgr,ISPM Manager Port,,True,
3776,dvcprov-port,Device Provisioning Port,True,,
3776,dvcprov-port,Device Provisioning Port,,True,
3777,jibe-eb,Jibe EdgeBurst,True,,
3777,jibe-eb,Jibe EdgeBurst,,True,
3778,c-h-it-port,Cutler-Hammer IT Port,True,,
3778,c-h-it-port,Cutler-Hammer IT Port,,True,
3779,cognima,Cognima Replication,True,,
3779,cognima,Cognima Replication,,True,
3780,nnp,Nuzzler Network Protocol,True,,
3780,nnp,Nuzzler Network Protocol,,True,
3781,abcvoice-port,ABCvoice server port,True,,
3781,abcvoice-port,ABCvoice server port,,True,
3782,iso-tp0s,Secure ISO TP0 port,True,,
3782,iso-tp0s,Secure ISO TP0 port,,True,
3783,bim-pem,Impact Mgr./PEM Gateway,True,,
3783,bim-pem,Impact Mgr./PEM Gateway,,True,
3784,bfd-control,BFD Control Protocol,True,,
3784,bfd-control,BFD Control Protocol,,True,
3785,bfd-echo,BFD Echo Protocol,True,,
3785,bfd-echo,BFD Echo Protocol,,True,
3786,upstriggervsw,VSW Upstrigger port,True,,
3786,upstriggervsw,VSW Upstrigger port,,True,
3787,fintrx,Fintrx,True,,
3787,fintrx,Fintrx,,True,
3788,isrp-port,SPACEWAY Routing port,True,,
3788,isrp-port,SPACEWAY Routing port,,True,
3789,remotedeploy,RemoteDeploy Administration Port [July 2003],True,,
3789,remotedeploy,RemoteDeploy Administration Port [July 2003],,True,
3790,quickbooksrds,QuickBooks RDS,True,,
3790,quickbooksrds,QuickBooks RDS,,True,
3791,tvnetworkvideo,TV NetworkVideo Data port,True,,
3791,tvnetworkvideo,TV NetworkVideo Data port,,True,
3792,sitewatch,e-Watch Corporation SiteWatch,True,,
3792,sitewatch,e-Watch Corporation SiteWatch,,True,
3793,dcsoftware,DataCore Software,True,,
3793,dcsoftware,DataCore Software,,True,
3794,jaus,JAUS Robots,True,,
3794,jaus,JAUS Robots,,True,
3795,myblast,myBLAST Mekentosj port,True,,
3795,myblast,myBLAST Mekentosj port,,True,
3796,spw-dialer,Spaceway Dialer,True,,
3796,spw-dialer,Spaceway Dialer,,True,
3797,idps,idps,True,,
3797,idps,idps,,True,
3798,minilock,Minilock,True,,
3798,minilock,Minilock,,True,
3799,radius-dynauth,RADIUS Dynamic Authorization,True,,
3799,radius-dynauth,RADIUS Dynamic Authorization,,True,
3800,pwgpsi,Print Services Interface,True,,
3800,pwgpsi,Print Services Interface,,True,
3801,ibm-mgr,ibm manager service,True,,
3801,ibm-mgr,ibm manager service,,True,
3802,vhd,VHD,True,,
3802,vhd,VHD,,True,
3803,soniqsync,SoniqSync,True,,
3803,soniqsync,SoniqSync,,True,
3804,iqnet-port,Harman IQNet Port,True,,
3804,iqnet-port,Harman IQNet Port,,True,
3805,tcpdataserver,ThorGuard Server Port,True,,
3805,tcpdataserver,ThorGuard Server Port,,True,
3806,wsmlb,Remote System Manager,True,,
3806,wsmlb,Remote System Manager,,True,
3807,spugna,SpuGNA Communication Port,True,,
3807,spugna,SpuGNA Communication Port,,True,
3808,sun-as-iiops-ca,Sun App Svr-IIOPClntAuth,True,,
3808,sun-as-iiops-ca,Sun App Svr-IIOPClntAuth,,True,
3809,apocd,Java Desktop System Configuration Agent,True,,
3809,apocd,Java Desktop System Configuration Agent,,True,
3810,wlanauth,WLAN AS server,True,,
3810,wlanauth,WLAN AS server,,True,
3811,amp,AMP,True,,
3811,amp,AMP,,True,
3812,neto-wol-server,netO WOL Server,True,,
3812,neto-wol-server,netO WOL Server,,True,
3813,rap-ip,Rhapsody Interface Protocol,True,,
3813,rap-ip,Rhapsody Interface Protocol,,True,
3814,neto-dcs,netO DCS,True,,
3814,neto-dcs,netO DCS,,True,
3815,lansurveyorxml,LANsurveyor XML,True,,
3815,lansurveyorxml,LANsurveyor XML,,True,
3816,sunlps-http,Sun Local Patch Server,True,,
3816,sunlps-http,Sun Local Patch Server,,True,
3817,tapeware,Yosemite Tech Tapeware,True,,
3817,tapeware,Yosemite Tech Tapeware,,True,
3818,crinis-hb,Crinis Heartbeat,True,,
3818,crinis-hb,Crinis Heartbeat,,True,
3819,epl-slp,EPL Sequ Layer Protocol,True,,
3819,epl-slp,EPL Sequ Layer Protocol,,True,
3820,scp,Siemens AuD SCP,True,,
3820,scp,Siemens AuD SCP,,True,
3821,pmcp,ATSC PMCP Standard,True,,
3821,pmcp,ATSC PMCP Standard,,True,
3822,acp-discovery,Compute Pool Discovery,True,,
3822,acp-discovery,Compute Pool Discovery,,True,
3823,acp-conduit,Compute Pool Conduit,True,,
3823,acp-conduit,Compute Pool Conduit,,True,
3824,acp-policy,Compute Pool Policy,True,,
3824,acp-policy,Compute Pool Policy,,True,
3825,ffserver,Antera FlowFusion Process Simulation,True,,
3825,ffserver,Antera FlowFusion Process Simulation,,True,
3826,warmux,WarMUX game server,True,,
3826,warmux,WarMUX game server,,True,
3827,netmpi,Netadmin Systems MPI service,True,,
3827,netmpi,Netadmin Systems MPI service,,True,
3828,neteh,Netadmin Systems Event Handler,True,,
3828,neteh,Netadmin Systems Event Handler,,True,
3829,neteh-ext,Netadmin Systems Event Handler External,True,,
3829,neteh-ext,Netadmin Systems Event Handler External,,True,
3830,cernsysmgmtagt,Cerner System Management Agent,True,,
3830,cernsysmgmtagt,Cerner System Management Agent,,True,
3831,dvapps,Docsvault Application Service,True,,
3831,dvapps,Docsvault Application Service,,True,
3832,xxnetserver,xxNETserver,True,,
3832,xxnetserver,xxNETserver,,True,
3833,aipn-auth,AIPN LS Authentication,True,,
3833,aipn-auth,AIPN LS Authentication,,True,
3834,spectardata,Spectar Data Stream Service,True,,
3834,spectardata,Spectar Data Stream Service,,True,
3835,spectardb,Spectar Database Rights Service,True,,
3835,spectardb,Spectar Database Rights Service,,True,
3836,markem-dcp,MARKEM NEXTGEN DCP,True,,
3836,markem-dcp,MARKEM NEXTGEN DCP,,True,
3837,mkm-discovery,MARKEM Auto-Discovery,True,,
3837,mkm-discovery,MARKEM Auto-Discovery,,True,
3838,sos,Scito Object Server,True,,
3838,sos,Scito Object Server,,True,
3839,amx-rms,AMX Resource Management Suite,True,,
3839,amx-rms,AMX Resource Management Suite,,True,
3840,flirtmitmir,www.FlirtMitMir.de,True,,
3840,flirtmitmir,www.FlirtMitMir.de,,True,
3841,shiprush-db-svr,ShipRush Database Server,True,,
3841,,Reserved,,Reserved,
3842,nhci,NHCI status port,True,,
3842,nhci,NHCI status port,,True,
3843,quest-agent,Quest Common Agent,True,,
3843,quest-agent,Quest Common Agent,,True,
3844,rnm,RNM,True,,
3844,rnm,RNM,,True,
3845,v-one-spp,V-ONE Single Port Proxy,True,,
3845,v-one-spp,V-ONE Single Port Proxy,,True,
3846,an-pcp,Astare Network PCP,True,,
3846,an-pcp,Astare Network PCP,,True,
3847,msfw-control,MS Firewall Control,True,,
3847,msfw-control,MS Firewall Control,,True,
3848,item,IT Environmental Monitor,True,,
3848,item,IT Environmental Monitor,,True,
3849,spw-dnspreload,SPACEWAY DNS Preload,True,,
3849,spw-dnspreload,SPACEWAY DNS Preload,,True,
3850,qtms-bootstrap,QTMS Bootstrap Protocol,True,,
3850,qtms-bootstrap,QTMS Bootstrap Protocol,,True,
3851,spectraport,SpectraTalk Port,True,,
3851,spectraport,SpectraTalk Port,,True,
3852,sse-app-config,SSE App Configuration,True,,
3852,sse-app-config,SSE App Configuration,,True,
3853,sscan,SONY scanning protocol,True,,
3853,sscan,SONY scanning protocol,,True,
3854,stryker-com,Stryker Comm Port,True,,
3854,stryker-com,Stryker Comm Port,,True,
3855,opentrac,OpenTRAC,True,,
3855,opentrac,OpenTRAC,,True,
3856,informer,INFORMER,True,,
3856,informer,INFORMER,,True,
3857,trap-port,Trap Port,True,,
3857,trap-port,Trap Port,,True,
3858,trap-port-mom,Trap Port MOM,True,,
3858,trap-port-mom,Trap Port MOM,,True,
3859,nav-port,Navini Port,True,,
3859,nav-port,Navini Port,,True,
3860,sasp,Server/Application State Protocol (SASP),True,,
3860,sasp,Server/Application State Protocol (SASP),,True,
3861,winshadow-hd,winShadow Host Discovery,True,,
3861,winshadow-hd,winShadow Host Discovery,,True,
3862,giga-pocket,GIGA-POCKET,True,,
3862,giga-pocket,GIGA-POCKET,,True,
3863,asap-tcp,asap tcp port,True,,
3863,asap-udp,asap udp port,,True,
3863,asap-sctp,asap sctp,,,sctp
3864,asap-tcp-tls,asap/tls tcp port,True,,
3864,,Reserved,,Reserved,
3864,asap-sctp-tls,asap-sctp/tls,,,sctp
3865,xpl,xpl automation protocol,True,,
3865,xpl,xpl automation protocol,,True,
3866,dzdaemon,Sun SDViz DZDAEMON Port,True,,
3866,dzdaemon,Sun SDViz DZDAEMON Port,,True,
3867,dzoglserver,Sun SDViz DZOGLSERVER Port,True,,
3867,dzoglserver,Sun SDViz DZOGLSERVER Port,,True,
3868,diameter,DIAMETER,True,,
3868,,Reserved,,Reserved,
3868,diameter,DIAMETER,,,sctp
3869,ovsam-mgmt,hp OVSAM MgmtServer Disco,True,,
3869,ovsam-mgmt,hp OVSAM MgmtServer Disco,,True,
3870,ovsam-d-agent,hp OVSAM HostAgent Disco,True,,
3870,ovsam-d-agent,hp OVSAM HostAgent Disco,,True,
3871,avocent-adsap,Avocent DS Authorization,True,,
3871,avocent-adsap,Avocent DS Authorization,,True,
3872,oem-agent,OEM Agent,True,,
3872,oem-agent,OEM Agent,,True,
3873,fagordnc,fagordnc,True,,
3873,fagordnc,fagordnc,,True,
3874,sixxsconfig,SixXS Configuration,True,,
3874,sixxsconfig,SixXS Configuration,,True,
3875,pnbscada,PNBSCADA,True,,
3875,pnbscada,PNBSCADA,,True,
3876,dl-agent,"DirectoryLockdown Agent IANA assigned this well-formed service name as a replacement for ""dl_agent"".",True,,
3876,dl_agent,DirectoryLockdown Agent,True,,
3876,dl-agent,"DirectoryLockdown Agent IANA assigned this well-formed service name as a replacement for ""dl_agent"".",,True,
3876,dl_agent,DirectoryLockdown Agent,,True,
3877,xmpcr-interface,XMPCR Interface Port,True,,
3877,xmpcr-interface,XMPCR Interface Port,,True,
3878,fotogcad,FotoG CAD interface,True,,
3878,fotogcad,FotoG CAD interface,,True,
3879,appss-lm,appss license manager,True,,
3879,appss-lm,appss license manager,,True,
3880,igrs,IGRS,True,,
3880,igrs,IGRS,,True,
3881,idac,Data Acquisition and Control,True,,
3881,idac,Data Acquisition and Control,,True,
3882,msdts1,DTS Service Port,True,,
3882,msdts1,DTS Service Port,,True,
3883,vrpn,VR Peripheral Network,True,,
3883,vrpn,VR Peripheral Network,,True,
3884,softrack-meter,SofTrack Metering,True,,
3884,softrack-meter,SofTrack Metering,,True,
3885,topflow-ssl,TopFlow SSL,True,,
3885,topflow-ssl,TopFlow SSL,,True,
3886,nei-management,NEI management port,True,,
3886,nei-management,NEI management port,,True,
3887,ciphire-data,Ciphire Data Transport,True,,
3887,ciphire-data,Ciphire Data Transport,,True,
3888,ciphire-serv,Ciphire Services,True,,
3888,ciphire-serv,Ciphire Services,,True,
3889,dandv-tester,D and V Tester Control Port,True,,
3889,dandv-tester,D and V Tester Control Port,,True,
3890,ndsconnect,Niche Data Server Connect,True,,
3890,ndsconnect,Niche Data Server Connect,,True,
3891,rtc-pm-port,Oracle RTC-PM port,True,,
3891,rtc-pm-port,Oracle RTC-PM port,,True,
3892,pcc-image-port,PCC-image-port,True,,
3892,pcc-image-port,PCC-image-port,,True,
3893,cgi-starapi,CGI StarAPI Server,True,,
3893,cgi-starapi,CGI StarAPI Server,,True,
3894,syam-agent,SyAM Agent Port,True,,
3894,syam-agent,SyAM Agent Port,,True,
3895,syam-smc,SyAm SMC Service Port,True,,
3895,syam-smc,SyAm SMC Service Port,,True,
3896,sdo-tls,Simple Distributed Objects over TLS,True,,
3896,sdo-tls,Simple Distributed Objects over TLS,,True,
3897,sdo-ssh,Simple Distributed Objects over SSH,True,,
3897,sdo-ssh,Simple Distributed Objects over SSH,,True,
3898,senip,"IAS, Inc. SmartEye NET Internet Protocol",True,,
3898,senip,"IAS, Inc. SmartEye NET Internet Protocol",,True,
3899,itv-control,ITV Port,True,,
3899,itv-control,ITV Port,,True,
3900,udt-os,"Unidata UDT OS IANA assigned this well-formed service name as a replacement for ""udt_os"".",True,,
3900,udt_os,Unidata UDT OS,True,,
3900,udt-os,"Unidata UDT OS IANA assigned this well-formed service name as a replacement for ""udt_os"".",,True,
3900,udt_os,Unidata UDT OS,,True,
3901,nimsh,NIM Service Handler,True,,
3901,nimsh,NIM Service Handler,,True,
3902,nimaux,NIMsh Auxiliary Port,True,,
3902,nimaux,NIMsh Auxiliary Port,,True,
3903,charsetmgr,CharsetMGR,True,,
3903,charsetmgr,CharsetMGR,,True,
3904,omnilink-port,Arnet Omnilink Port,True,,
3904,omnilink-port,Arnet Omnilink Port,,True,
3905,mupdate,Mailbox Update (MUPDATE) protocol,True,,
3905,mupdate,Mailbox Update (MUPDATE) protocol,,True,
3906,topovista-data,TopoVista elevation data,True,,
3906,topovista-data,TopoVista elevation data,,True,
3907,imoguia-port,Imoguia Port,True,,
3907,imoguia-port,Imoguia Port,,True,
3908,hppronetman,HP Procurve NetManagement,True,,
3908,hppronetman,HP Procurve NetManagement,,True,
3909,surfcontrolcpa,SurfControl CPA,True,,
3909,surfcontrolcpa,SurfControl CPA,,True,
3910,prnrequest,Printer Request Port,True,,
3910,prnrequest,Printer Request Port,,True,
3911,prnstatus,Printer Status Port,True,,
3911,prnstatus,Printer Status Port,,True,
3912,gbmt-stars,Global Maintech Stars,True,,
3912,gbmt-stars,Global Maintech Stars,,True,
3913,listcrt-port,ListCREATOR Port,True,,
3913,listcrt-port,ListCREATOR Port,,True,
3914,listcrt-port-2,ListCREATOR Port 2,True,,
3914,listcrt-port-2,ListCREATOR Port 2,,True,
3915,agcat,Auto-Graphics Cataloging,True,,
3915,agcat,Auto-Graphics Cataloging,,True,
3916,wysdmc,WysDM Controller,True,,
3916,wysdmc,WysDM Controller,,True,
3917,aftmux,AFT multiplex port,True,,
3917,aftmux,AFT multiplex port,,True,
3918,pktcablemmcops,PacketCableMultimediaCOPS,True,,
3918,pktcablemmcops,PacketCableMultimediaCOPS,,True,
3919,hyperip,HyperIP,True,,
3919,hyperip,HyperIP,,True,
3920,exasoftport1,Exasoft IP Port,True,,
3920,exasoftport1,Exasoft IP Port,,True,
3921,herodotus-net,Herodotus Net,True,,
3921,herodotus-net,Herodotus Net,,True,
3922,sor-update,Soronti Update Port,True,,
3922,sor-update,Soronti Update Port,,True,
3923,symb-sb-port,Symbian Service Broker,True,,
3923,symb-sb-port,Symbian Service Broker,,True,
3924,mpl-gprs-port,MPL_GPRS_PORT,True,,
3924,mpl-gprs-port,MPL_GPRS_Port,,True,
3925,zmp,Zoran Media Port,True,,
3925,zmp,Zoran Media Port,,True,
3926,winport,WINPort,True,,
3926,winport,WINPort,,True,
3927,natdataservice,ScsTsr,True,,
3927,natdataservice,ScsTsr,,True,
3928,netboot-pxe,PXE NetBoot Manager,True,,
3928,netboot-pxe,PXE NetBoot Manager,,True,
3929,smauth-port,AMS Port,True,,
3929,smauth-port,AMS Port,,True,
3930,syam-webserver,Syam Web Server Port,True,,
3930,syam-webserver,Syam Web Server Port,,True,
3931,msr-plugin-port,MSR Plugin Port,True,,
3931,msr-plugin-port,MSR Plugin Port,,True,
3932,dyn-site,Dynamic Site System,True,,
3932,dyn-site,Dynamic Site System,,True,
3933,plbserve-port,PL/B App Server User Port,True,,
3933,plbserve-port,PL/B App Server User Port,,True,
3934,sunfm-port,PL/B File Manager Port,True,,
3934,sunfm-port,PL/B File Manager Port,,True,
3935,sdp-portmapper,SDP Port Mapper Protocol,True,,
3935,sdp-portmapper,SDP Port Mapper Protocol,,True,
3936,mailprox,Mailprox,True,,
3936,mailprox,Mailprox,,True,
3937,dvbservdsc,DVB Service Discovery,True,,
3937,dvbservdsc,DVB Service Discovery,,True,
3938,dbcontrol-agent,"Oracle dbControl Agent po IANA assigned this well-formed service name as a replacement for ""dbcontrol_agent"".",True,,
3938,dbcontrol_agent,Oracle dbControl Agent po,True,,
3938,dbcontrol-agent,"Oracle dbControl Agent po IANA assigned this well-formed service name as a replacement for ""dbcontrol_agent"".",,True,
3938,dbcontrol_agent,Oracle dbControl Agent po,,True,
3939,aamp,Anti-virus Application Management Port,True,,
3939,aamp,Anti-virus Application Management Port,,True,
3940,xecp-node,XeCP Node Service,True,,
3940,xecp-node,XeCP Node Service,,True,
3941,homeportal-web,Home Portal Web Server,True,,
3941,homeportal-web,Home Portal Web Server,,True,
3942,srdp,satellite distribution,True,,
3942,srdp,satellite distribution,,True,
3943,tig,TetraNode Ip Gateway,True,,
3943,tig,TetraNode Ip Gateway,,True,
3944,sops,S-Ops Management,True,,
3944,sops,S-Ops Management,,True,
3945,emcads,EMCADS Server Port,True,,
3945,emcads,EMCADS Server Port,,True,
3946,backupedge,BackupEDGE Server,True,,
3946,backupedge,BackupEDGE Server,,True,
