port,service,description,tcp,udp,other
10081,famdc,FAM Archive Server,True,,
10081,famdc,FAM Archive Server,,True,
10100,itap-ddtp,VERITAS ITAP DDTP,True,,
10100,itap-ddtp,VERITAS ITAP DDTP,,True,
10101,ezmeeting-2,eZmeeting,True,,
10101,ezmeeting-2,eZmeeting,,True,
10102,ezproxy-2,eZproxy,True,,
10102,ezproxy-2,eZproxy,,True,
10103,ezrelay,eZrelay,True,,
10103,ezrelay,eZrelay,,True,
10104,swdtp,Systemwalker Desktop Patrol,True,,
10104,swdtp,Systemwalker Desktop Patrol,,True,
10107,bctp-server,"VERITAS BCTP, server",True,,
10107,bctp-server,"VERITAS BCTP, server",,True,
10110,nmea-0183,NMEA-0183 Navigational Data,True,,
10110,nmea-0183,NMEA-0183 Navigational Data,,True,
10111,,Reserved,Reserved,,
10111,nmea-onenet,NMEA OneNet multicast messaging,,True,
10113,netiq-endpoint,NetIQ Endpoint,True,,
10113,netiq-endpoint,NetIQ Endpoint,,True,
10114,netiq-qcheck,NetIQ Qcheck,True,,
10114,netiq-qcheck,NetIQ Qcheck,,True,
10115,netiq-endpt,NetIQ Endpoint,True,,
10115,netiq-endpt,NetIQ Endpoint,,True,
10116,netiq-voipa,NetIQ VoIP Assessor,True,,
10116,netiq-voipa,NetIQ VoIP Assessor,,True,
10117,iqrm,NetIQ IQCResource Managament Svc,True,,
10117,iqrm,NetIQ IQCResource Managament Svc,,True,
10125,cimple,HotLink CIMple REST API,True,,
10125,,Reserved,,Reserved,
10128,bmc-perf-sd,BMC-PERFORM-SERVICE DAEMON,True,,
10128,bmc-perf-sd,BMC-PERFORM-SERVICE DAEMON,,True,
10129,bmc-gms,BMC General Manager Server,True,,
10129,,Reserved,,Reserved,
10160,qb-db-server,QB Database Server,True,,
10160,qb-db-server,QB Database Server,,True,
10161,snmptls,SNMP-TLS,True,,
10161,snmpdtls,SNMP-DTLS,,True,
10162,snmptls-trap,SNMP-Trap-TLS,True,,
10162,snmpdtls-trap,SNMP-Trap-DTLS,,True,
10200,trisoap,Trigence AE Soap Service,True,,
10200,trisoap,Trigence AE Soap Service,,True,
10201,rsms,Remote Server Management Service,True,,
10201,rscs,Remote Server Control and Test Service,,True,
10252,apollo-relay,Apollo Relay Port,True,,
10252,apollo-relay,Apollo Relay Port,,True,
10253,eapol-relay,Relay of EAPOL frames,,True,
10253,,Reserved,Reserved,,
10260,axis-wimp-port,Axis WIMP Port,True,,
10260,axis-wimp-port,Axis WIMP Port,,True,
10261,tile-ml,Tile remote machine learning,True,,
10261,,Reserved,,Reserved,
10288,blocks,Blocks,True,,
10288,blocks,Blocks,,True,
10321,cosir,Computer Op System Information Report,True,,
10321,,Reserved,,Reserved,
10439,bngsync,BalanceNG session table synchronization protocol,,True,
10439,,Reserved,Reserved,,
10443,cirrossp,CirrosSP Workstation Communication,True,,
10443,,Reserved,,Reserved,
10500,,Reserved,Reserved,,
10500,hip-nat-t,HIP NAT-Traversal,,True,
10540,MOS-lower,MOS Media Object Metadata Port,True,,
10540,MOS-lower,MOS Media Object Metadata Port,,True,
10541,MOS-upper,MOS Running Order Port,True,,
10541,MOS-upper,MOS Running Order Port,,True,
10542,MOS-aux,MOS Low Priority Port,True,,
10542,MOS-aux,MOS Low Priority Port,,True,
10543,MOS-soap,MOS SOAP Default Port,True,,
10543,MOS-soap,MOS SOAP Default Port,,True,
10544,MOS-soap-opt,MOS SOAP Optional Port,True,,
10544,MOS-soap-opt,MOS SOAP Optional Port,,True,
10548,serverdocs,Apple Document Sharing Service,True,,
10548,,Reserved,,Reserved,
10631,printopia,Printopia Serve,True,,
10631,,Reserved,,Reserved,
10800,gap,Gestor de Acaparamiento para Pocket PCs,True,,
10800,gap,Gestor de Acaparamiento para Pocket PCs,,True,
10805,lpdg,LUCIA Pareja Data Group,True,,
10805,lpdg,LUCIA Pareja Data Group,,True,
10809,nbd,Linux Network Block Device,True,,
10809,,Reserved,,Reserved,
10810,,Reserved,Reserved,,
10810,nmc-disc,Nuance Mobile Care Discovery,,True,
10860,helix,Helix Client/Server,True,,
10860,helix,Helix Client/Server,,True,
10880,bveapi,BVEssentials HTTP API,True,,
10880,bveapi,BVEssentials HTTP API,,True,
10933,octopustentacle,Listen port used by the Octopus Deploy Tentacle deployment agent,True,,
10933,,Reserved,,Reserved,
10990,rmiaux,Auxiliary RMI Port,True,,
10990,rmiaux,Auxiliary RMI Port,,True,
11000,irisa,IRISA,True,,
11000,irisa,IRISA,,True,
11001,metasys,Metasys,True,,
11001,metasys,Metasys,,True,
11095,weave,Nest device-to-device and device-to-service application protocol,True,,
11095,weave,Nest device-to-device and device-to-service application protocol,,True,
11103,origo-sync,OrigoDB Server Sync Interface,True,,
11103,,Reserved,,Reserved,
11104,netapp-icmgmt,NetApp Intercluster Management,True,,
11104,,Reserved,,Reserved,
11105,netapp-icdata,NetApp Intercluster Data,True,,
11105,,Reserved,,Reserved,
11106,sgi-lk,SGI LK Licensing service,True,,
11106,sgi-lk,SGI LK Licensing service,,True,
11108,myq-termlink,Hardware Terminals Discovery and Low-Level Communication Protocol,,True,
11108,,Reserved,Reserved,,
11109,sgi-dmfmgr,Data migration facility Manager (DMF) is a browser based interface to DMF,True,,
11109,,Reserved,,Reserved,
11110,sgi-soap,Data migration facility (DMF) SOAP is a web server protocol to support remote access to DMF,True,,
11110,,Reserved,,Reserved,
11111,vce,Viral Computing Environment (VCE),True,,
11111,vce,Viral Computing Environment (VCE),,True,
11112,dicom,DICOM,True,,
11112,dicom,DICOM,,True,
11161,suncacao-snmp,sun cacao snmp access point,True,,
11161,suncacao-snmp,sun cacao snmp access point,,True,
11162,suncacao-jmxmp,sun cacao JMX-remoting access point,True,,
11162,suncacao-jmxmp,sun cacao JMX-remoting access point,,True,
11163,suncacao-rmi,sun cacao rmi registry access point,True,,
11163,suncacao-rmi,sun cacao rmi registry access point,,True,
11164,suncacao-csa,sun cacao command-streaming access point,True,,
11164,suncacao-csa,sun cacao command-streaming access point,,True,
11165,suncacao-websvc,sun cacao web service access point,True,,
11165,suncacao-websvc,sun cacao web service access point,,True,
11171,,Reserved,Reserved,,
11171,snss,Surgical Notes Security Service Discovery (SNSS),,True,
11172,oemcacao-jmxmp,OEM cacao JMX-remoting access point,True,,
11172,,Reserved,,Reserved,
11173,t5-straton,Straton Runtime Programing,True,,
11173,,Reserved,,Reserved,
11174,oemcacao-rmi,OEM cacao rmi registry access point,True,,
11174,,Reserved,,Reserved,
11175,oemcacao-websvc,OEM cacao web service access point,True,,
11175,,Reserved,,Reserved,
11201,smsqp,smsqp,True,,
11201,smsqp,smsqp,,True,
11202,dcsl-backup,DCSL Network Backup Services,True,,
11202,,Reserved,,Reserved,
11208,wifree,WiFree Service,True,,
11208,wifree,WiFree Service,,True,
11211,memcache,Memory cache service,True,,
11211,memcache,Memory cache service,,True,
11235,xcompute,numerical systems messaging,True,,
11235,,Reserved,,Reserved,
11235,xcompute,numerical systems messaging,,,sctp
11319,imip,IMIP,True,,
11319,imip,IMIP,,True,
11320,imip-channels,IMIP Channels Port,True,,
11320,imip-channels,IMIP Channels Port,,True,
11321,arena-server,Arena Server Listen,True,,
11321,arena-server,Arena Server Listen,,True,
11367,atm-uhas,ATM UHAS,True,,
11367,atm-uhas,ATM UHAS,,True,
11371,hkp,OpenPGP HTTP Keyserver,True,,
11371,hkp,OpenPGP HTTP Keyserver,,True,
11430,lsdp,Lenbrook Service Discovery Protocol,,True,
11430,,Reserved,Reserved,,
11489,asgcypresstcps,ASG Cypress Secure Only,True,,
11489,,Reserved,,Reserved,
11600,tempest-port,Tempest Protocol Port,True,,
11600,tempest-port,Tempest Protocol Port,,True,
11623,emc-xsw-dconfig,EMC XtremSW distributed config,True,,
11623,,Reserved,,Reserved,
11720,h323callsigalt,H.323 Call Control Signalling Alternate,True,,
11720,h323callsigalt,H.323 Call Control Signalling Alternate,,True,
11723,emc-xsw-dcache,EMC XtremSW distributed cache,True,,
11723,emc-xsw-dcache,EMC XtremSW distributed cache,,True,
11751,intrepid-ssl,Intrepid SSL,True,,
11751,intrepid-ssl,Intrepid SSL,,True,
11796,lanschool,LanSchool,True,,
11796,lanschool-mpt,Lanschool Multipoint,,True,
11876,xoraya,X2E Xoraya Multichannel protocol,True,,
11876,xoraya,X2E Xoraya Multichannel protocol,,True,
11877,,Reserved,Reserved,,
11877,x2e-disc,X2E service discovery protocol,,True,
11967,sysinfo-sp,SysInfo Service Protocol,True,,
11967,sysinfo-sp,SysInfo Service Protocol,,True,
11971,tibsd,TiBS Service,True,,
11971,,Reserved,,Reserved,
11997,wmereceiving,WorldMailExpress,,,sctp
11998,wmedistribution,WorldMailExpress,,,sctp
11999,wmereporting,WorldMailExpress,,,sctp
12000,entextxid,IBM Enterprise Extender SNA XID Exchange,True,,
12000,entextxid,IBM Enterprise Extender SNA XID Exchange,,True,
12001,entextnetwk,IBM Enterprise Extender SNA COS Network Priority,True,,
12001,entextnetwk,IBM Enterprise Extender SNA COS Network Priority,,True,
12002,entexthigh,IBM Enterprise Extender SNA COS High Priority,True,,
12002,entexthigh,IBM Enterprise Extender SNA COS High Priority,,True,
12003,entextmed,IBM Enterprise Extender SNA COS Medium Priority,True,,
12003,entextmed,IBM Enterprise Extender SNA COS Medium Priority,,True,
12004,entextlow,IBM Enterprise Extender SNA COS Low Priority,True,,
12004,entextlow,IBM Enterprise Extender SNA COS Low Priority,,True,
12005,dbisamserver1,DBISAM Database Server - Regular,True,,
12005,dbisamserver1,DBISAM Database Server - Regular,,True,
12006,dbisamserver2,DBISAM Database Server - Admin,True,,
12006,dbisamserver2,DBISAM Database Server - Admin,,True,
12007,accuracer,Accuracer Database System Server,True,,
12007,accuracer,Accuracer Database System Server,,True,
12008,accuracer-dbms,Accuracer Database System Admin,True,,
12008,accuracer-dbms,Accuracer Database System Admin,,True,
12009,,Reserved,Reserved,,
12009,ghvpn,Green Hills VPN,,True,
12010,edbsrvr,ElevateDB Server,True,,
12010,,Reserved,,Reserved,
12012,vipera,Vipera Messaging Service,True,,
12012,vipera,Vipera Messaging Service,,True,
12013,vipera-ssl,Vipera Messaging Service over SSL Communication,True,,
12013,vipera-ssl,Vipera Messaging Service over SSL Communication,,True,
12109,rets-ssl,RETS over SSL,True,,
12109,rets-ssl,RETS over SSL,,True,
12121,nupaper-ss,NuPaper Session Service,True,,
12121,nupaper-ss,NuPaper Session Service,,True,
12168,cawas,CA Web Access Service,True,,
12168,cawas,CA Web Access Service,,True,
12172,hivep,HiveP,True,,
12172,hivep,HiveP,,True,
12300,linogridengine,LinoGrid Engine,True,,
12300,linogridengine,LinoGrid Engine,,True,
12302,rads,"Remote Administration Daemon (RAD) is a system service that offers secure, remote, programmatic access to Solaris system configuration and run-time state",True,,
12302,,Reserved,,Reserved,
12321,warehouse-sss,Warehouse Monitoring Syst SSS,True,,
12321,warehouse-sss,Warehouse Monitoring Syst SSS,,True,
12322,warehouse,Warehouse Monitoring Syst,True,,
12322,warehouse,Warehouse Monitoring Syst,,True,
12345,italk,Italk Chat System,True,,
12345,italk,Italk Chat System,,True,
12753,tsaf,tsaf port,True,,
12753,tsaf,tsaf port,,True,
12865,netperf,control port for the netperf benchmark,True,,
12865,,Reserved,,Reserved,
13160,i-zipqd,I-ZIPQD,True,,
13160,i-zipqd,I-ZIPQD,,True,
13216,bcslogc,Black Crow Software application logging,True,,
13216,bcslogc,Black Crow Software application logging,,True,
13217,rs-pias,R&S Proxy Installation Assistant Service,True,,
13217,rs-pias,R&S Proxy Installation Assistant Service,,True,
13218,emc-vcas-tcp,EMC Virtual CAS Service,True,,
13218,emc-vcas-udp,EMV Virtual CAS Service Discovery,,True,
13223,powwow-client,PowWow Client,True,,
13223,powwow-client,PowWow Client,,True,
13224,powwow-server,PowWow Server,True,,
13224,powwow-server,PowWow Server,,True,
13400,doip-data,DoIP Data,True,,
13400,doip-disc,DoIP Discovery,,True,
13720,bprd,BPRD Protocol (VERITAS NetBackup),True,,
13720,bprd,BPRD Protocol (VERITAS NetBackup),,True,
13721,bpdbm,BPDBM Protocol (VERITAS NetBackup),True,,
13721,bpdbm,BPDBM Protocol (VERITAS NetBackup),,True,
13722,bpjava-msvc,BP Java MSVC Protocol,True,,
13722,bpjava-msvc,BP Java MSVC Protocol,,True,
13724,vnetd,Veritas Network Utility,True,,
13724,vnetd,Veritas Network Utility,,True,
13782,bpcd,VERITAS NetBackup,True,,
13782,bpcd,VERITAS NetBackup,,True,
13783,vopied,VOPIED Protocol,True,,
13783,vopied,VOPIED Protocol,,True,
13785,nbdb,NetBackup Database,True,,
13785,nbdb,NetBackup Database,,True,
13786,nomdb,Veritas-nomdb,True,,
13786,nomdb,Veritas-nomdb,,True,
13818,dsmcc-config,DSMCC Config,True,,
13818,dsmcc-config,DSMCC Config,,True,
13819,dsmcc-session,DSMCC Session Messages,True,,
13819,dsmcc-session,DSMCC Session Messages,,True,
13820,dsmcc-passthru,DSMCC Pass-Thru Messages,True,,
13820,dsmcc-passthru,DSMCC Pass-Thru Messages,,True,
13821,dsmcc-download,DSMCC Download Protocol,True,,
13821,dsmcc-download,DSMCC Download Protocol,,True,
13822,dsmcc-ccp,DSMCC Channel Change Protocol,True,,
13822,dsmcc-ccp,DSMCC Channel Change Protocol,,True,
13823,bmdss,Blackmagic Design Streaming Server,True,,
13823,,Reserved,,Reserved,
13894,ucontrol,Ultimate Control communication protocol,True,,
13894,ucontrol,Ultimate Control communication protocol,,True,
13929,dta-systems,D-TA SYSTEMS,True,,
13929,dta-systems,D-TA SYSTEMS,,True,
13930,medevolve,MedEvolve Port Requester,True,,
13930,,Reserved,,Reserved,
14000,scotty-ft,SCOTTY High-Speed Filetransfer,True,,
14000,scotty-ft,SCOTTY High-Speed Filetransfer,,True,
14001,sua,SUA,True,,
14001,sua,De-Registered,,True,
14001,sua,SUA,,,sctp
14002,scotty-disc,Discovery of a SCOTTY hardware codec board,,True,
14002,,Reserved,Reserved,,
14033,sage-best-com1,sage Best! Config Server 1,True,,
14033,sage-best-com1,sage Best! Config Server 1,,True,
14034,sage-best-com2,sage Best! Config Server 2,True,,
14034,sage-best-com2,sage Best! Config Server 2,,True,
14141,vcs-app,VCS Application,True,,
14141,vcs-app,VCS Application,,True,
14142,icpp,IceWall Cert Protocol,True,,
14142,icpp,IceWall Cert Protocol,,True,
14143,icpps,IceWall Cert Protocol over TLS,True,,
14143,,Reserved,,Reserved,
14145,gcm-app,GCM Application,True,,
14145,gcm-app,GCM Application,,True,
14149,vrts-tdd,Veritas Traffic Director,True,,
14149,vrts-tdd,Veritas Traffic Director,,True,
14150,vcscmd,Veritas Cluster Server Command Server,True,,
14150,,Reserved,,Reserved,
14154,vad,Veritas Application Director,True,,
14154,vad,Veritas Application Director,,True,
14250,cps,Fencing Server,True,,
14250,cps,Fencing Server,,True,
14414,ca-web-update,CA eTrust Web Update Service,True,,
14414,ca-web-update,CA eTrust Web Update Service,,True,
14500,xpra,xpra network protocol,True,,
14500,,Reserved,,Reserved,
14936,hde-lcesrvr-1,hde-lcesrvr-1,True,,
14936,hde-lcesrvr-1,hde-lcesrvr-1,,True,
14937,hde-lcesrvr-2,hde-lcesrvr-2,True,,
14937,hde-lcesrvr-2,hde-lcesrvr-2,,True,
15000,hydap,Hypack Data Aquisition,True,,
15000,hydap,Hypack Data Aquisition,,True,
15002,onep-tls,Open Network Environment TLS,True,,
15002,,Reserved,,Reserved,
15118,,Reserved,Reserved,,
15118,v2g-secc,v2g Supply Equipment Communication Controller Discovery Protocol,,True,
15345,xpilot,XPilot Contact Port,True,,
15345,xpilot,XPilot Contact Port,,True,
15363,3link,3Link Negotiation,True,,
15363,3link,3Link Negotiation,,True,
15555,cisco-snat,Cisco Stateful NAT,True,,
15555,cisco-snat,Cisco Stateful NAT,,True,
15660,bex-xr,Backup Express Restore Server,True,,
15660,bex-xr,Backup Express Restore Server,,True,
15740,ptp,Picture Transfer Protocol,True,,
15740,ptp,Picture Transfer Protocol,,True,
15998,,Reserved,Reserved,,
15998,2ping,2ping Bi-Directional Ping Service,,True,
15999,programmar,ProGrammar Enterprise,True,,
15999,,Reserved,,Reserved,
16000,fmsas,Administration Server Access,True,,
16000,,Reserved,,Reserved,
16001,fmsascon,Administration Server Connector,True,,
16001,,Reserved,,Reserved,
16002,gsms,GoodSync Mediation Service,True,,
16002,,Reserved,,Reserved,
16003,,Reserved,Reserved,,
16003,alfin,Automation and Control by REGULACE.ORG,,True,
16020,jwpc,Filemaker Java Web Publishing Core,True,,
16020,,Reserved,,Reserved,
16021,jwpc-bin,Filemaker Java Web Publishing Core Binary,True,,
16021,,Reserved,,Reserved,
16161,sun-sea-port,Solaris SEA Port,True,,
16161,sun-sea-port,Solaris SEA Port,,True,
16162,solaris-audit,Solaris Audit - secure remote audit log,True,,
16162,,Reserved,,Reserved,
16309,etb4j,etb4j,True,,
16309,etb4j,etb4j,,True,
16310,pduncs,"Policy Distribute, Update Notification",True,,
16310,pduncs,"Policy Distribute, Update Notification",,True,
16311,pdefmns,Policy definition and update management,True,,
16311,pdefmns,Policy definition and update management,,True,
16360,netserialext1,Network Serial Extension Ports One,True,,
16360,netserialext1,Network Serial Extension Ports One,,True,
16361,netserialext2,Network Serial Extension Ports Two,True,,
16361,netserialext2,Network Serial Extension Ports Two,,True,
16367,netserialext3,Network Serial Extension Ports Three,True,,
16367,netserialext3,Network Serial Extension Ports Three,,True,
16368,netserialext4,Network Serial Extension Ports Four,True,,
16368,netserialext4,Network Serial Extension Ports Four,,True,
16384,connected,Connected Corp,True,,
16384,connected,Connected Corp,,True,
16385,rdgs,Reliable Datagram Sockets,True,,
16385,,Reserved,,Reserved,
16619,xoms,X509 Objects Management Service,True,,
16619,,Reserved,,Reserved,
16665,axon-tunnel,Reliable multipath data transport for high latencies,True,,
16665,,Reserved,,Reserved,
16666,,Reserved,Reserved,,
16666,vtp,Vidder Tunnel Protocol,,True,
16789,cadsisvr,This server provides callable services to mainframe External Security Managers from any TCP/IP platform,True,,
16789,,Reserved,,Reserved,
16900,newbay-snc-mc,Newbay Mobile Client Update Service,True,,
16900,newbay-snc-mc,Newbay Mobile Client Update Service,,True,
16950,sgcip,Simple Generic Client Interface Protocol,True,,
16950,sgcip,Simple Generic Client Interface Protocol,,True,
16991,intel-rci-mp,INTEL-RCI-MP,True,,
16991,intel-rci-mp,INTEL-RCI-MP,,True,
16992,amt-soap-http,Intel(R) AMT SOAP/HTTP,True,,
16992,amt-soap-http,Intel(R) AMT SOAP/HTTP,,True,
16993,amt-soap-https,Intel(R) AMT SOAP/HTTPS,True,,
16993,amt-soap-https,Intel(R) AMT SOAP/HTTPS,,True,
16994,amt-redir-tcp,Intel(R) AMT Redirection/TCP,True,,
16994,amt-redir-tcp,Intel(R) AMT Redirection/TCP,,True,
16995,amt-redir-tls,Intel(R) AMT Redirection/TLS,True,,
16995,amt-redir-tls,Intel(R) AMT Redirection/TLS,,True,
17007,isode-dua,,True,,
17007,isode-dua,,,True,
17184,vestasdlp,Vestas Data Layer Protocol,True,,
17184,,Reserved,,Reserved,
17185,soundsvirtual,Sounds Virtual,True,,
17185,soundsvirtual,Sounds Virtual,,True,
17219,chipper,Chipper,True,,
17219,chipper,Chipper,,True,
17220,avtp,IEEE 1722 Transport Protocol for Time Sensitive Applications,True,,
17220,avtp,IEEE 1722 Transport Protocol for Time Sensitive Applications,,True,
17221,avdecc,"IEEE 1722.1 AVB Discovery, Enumeration, Connection management, and Control",True,,
17221,avdecc,"IEEE 1722.1 AVB Discovery, Enumeration, Connection management, and Control",,True,
